seed_base,v_label,run_id,proxy_clear_rate,proxy_damage_per_min,proxy_survival_time,proxy_input_density,q_a,q_intro,q_success_fb,q_d,q_c,q_e
4000000,v002,4000016,0,5.988,10.02,23.9521,5,4.5,3,4.5,4.5,5
4000000,v003,4000016,0,5.988,10.02,23.9521,5,4.5,3,4.5,4.5,5
4000000,v001,4000017,0,2.2035,27.23,19.8311,5,4,3,3.5,,5
4000000,v002,4000017,0,2.2035,27.23,19.8311,5,4.5,3,4.5,4.5,5
4000000,v003,4000017,0,2.2035,27.23,19.8311,5,4.5,3,4.5,4.5,5
4000000,v001,4000018,0,2.3392,25.65,21.0526,5,4,3,3.5,,5
4000000,v002,4000018,0,2.3392,25.65,21.0526,5,4.5,3,4.5,4.5,5
4000000,v003,4000018,0,2.3392,25.65,21.0526,5,4.5,3,4.5,4.5,5
4000000,v001,4000019,0,2.1914,27.38,19.7224,5,4,3,3.5,,5
4000000,v002,4000019,0,2.1914,27.38,19.7224,5,4.5,3,4.5,4.5,5
4000000,v003,4000019,0,2.1914,27.38,19.7224,5,4.5,3,4.5,4.5,5
4000000,v001,4000020,0,2.1413,28.02,21.4133,5,4,3,3.5,,5
4000000,v002,4000020,0,2.1413,28.02,21.4133,5,4.5,3,4.5,4.5,5
4000000,v003,4000020,0,2.1413,28.02,21.4133,5,4.5,3,4.5,4.5,5
4000000,v001,4000021,0,0.9524,63,20,5,4,3,3.5,,5
4000000,v002,4000021,0,0.9524,63,20,5,4.5,3,4.5,4.5,5
4000000,v003,4000021,0,0.9524,63,20,5,4.5,3,4.5,4.5,5
4000000,v001,4000022,0,6.4655,9.28,19.3966,5,4,3,3.5,,5
4000000,v002,4000022,0,6.4655,9.28,19.3966,5,4.5,3,4.5,4.5,5
4000000,v003,4000022,0,6.4655,9.28,19.3966,5,4.5,3,4.5,4.5,5
4000000,v001,4000023,0,2.2388,26.8,20.1493,5,4,3,3.5,,5
4000000,v002,4000023,0,2.2388,26.8,20.1493,5,4.5,3,4.5,4.5,5
4000000,v003,4000023,0,2.2388,26.8,20.1493,5,4.5,3,4.5,4.5,5
4000000,v001,4000024,0,2.2371,26.82,20.1342,5,4,3,3.5,,5
4000000,v002,4000024,0,2.2371,26.82,20.1342,5,4.5,3,4.5,4.5,5
4000000,v003,4000024,0,2.2371,26.82,20.1342,5,4.5,3,4.5,4.5,5
4000000,v001,4000025,0,8.5714,7,25.7143,5,4,3,3.5,,5
4000000,v002,4000025,0,8.5714,7,25.7143,5,4.5,3,4.5,4.5,5
4000000,v003,4000025,0,8.5714,7,25.7143,5,4.5,3,4.5,4.5,5
4000000,v001,4000026,1,0,90,20,5,4,3,3.5,,5
4000000,v002,4000026,1,0,90,20,5,4.5,3,4.5,4.5,5
4000000,v003,4000026,1,0,90,20,5,4.5,3,4.5,4.5,5
4000000,v001,4000027,0,6.4725,9.27,19.4175,5,4,3,3.5,,5
4000000,v002,4000027,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
4000000,v003,4000027,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
4000000,v001,4000028,0,2.1676,27.68,19.5087,5,4,3,3.5,,5
4000000,v002,4000028,0,2.1676,27.68,19.5087,5,4.5,3,4.5,4.5,5
4000000,v003,4000028,0,2.1676,27.68,19.5087,5,4.5,3,4.5,4.5,5
4000000,v001,4000029,0,1.3348,44.95,20.0222,5,4,3,3.5,,5
4000000,v002,4000029,0,1.3348,44.95,20.0222,5,4.5,3,4.5,4.5,5
4000000,v003,4000029,0,1.3348,44.95,20.0222,5,4.5,3,4.5,4.5,5
5000000,v001,5000000,0,2.1914,27.38,19.7224,5,4,3,3.5,,5
5000000,v002,5000000,0,2.1914,27.38,19.7224,5,4.5,3,4.5,4.5,5
5000000,v003,5000000,0,2.1914,27.38,19.7224,5,4.5,3,4.5,4.5,5
5000000,v001,5000001,0,2.1637,27.73,19.4735,5,4,3,3.5,,5
5000000,v002,5000001,0,2.1637,27.73,19.4735,5,4.5,3,4.5,4.5,5
5000000,v003,5000001,0,2.1637,27.73,19.4735,5,4.5,3,4.5,4.5,5
5000000,v001,5000002,0,6.4865,9.25,19.4595,5,4,3,3.5,,5
5000000,v002,5000002,0,6.4865,9.25,19.4595,5,4.5,3,4.5,4.5,5
5000000,v003,5000002,0,6.4865,9.25,19.4595,5,4.5,3,4.5,4.5,5
5000000,v001,5000003,0,6.4655,9.28,19.3966,5,4,3,3.5,,5
5000000,v002,5000003,0,6.4655,9.28,19.3966,5,4.5,3,4.5,4.5,5
5000000,v003,5000003,0,6.4655,9.28,19.3966,5,4.5,3,4.5,4.5,5
5000000,v001,5000004,0,2.3933,25.07,21.5397,5,4,3,3.5,,5
5000000,v002,5000004,0,2.3933,25.07,21.5397,5,4.5,3,4.5,4.5,5
5000000,v003,5000004,0,2.3933,25.07,21.5397,5,4.5,3,4.5,4.5,5
5000000,v001,5000005,0,2.3274,25.78,20.9465,5,4,3,3.5,,5
5000000,v002,5000005,0,2.3274,25.78,20.9465,5,4.5,3,4.5,4.5,5
5000000,v003,5000005,0,2.3274,25.78,20.9465,5,4.5,3,4.5,4.5,5
5000000,v001,5000006,0,1.3761,43.6,20.6422,5,4,3,3.5,,5
5000000,v002,5000006,0,1.3761,43.6,20.6422,5,4.5,3,4.5,4.5,5
5000000,v003,5000006,0,1.3761,43.6,20.6422,5,4.5,3,4.5,4.5,5
5000000,v001,5000007,0,2.2363,26.83,20.1267,5,4,3,3.5,,5
5000000,v002,5000007,0,2.2363,26.83,20.1267,5,4.5,3,4.5,4.5,5
5000000,v003,5000007,0,2.2363,26.83,20.1267,5,4.5,3,4.5,4.5,5
5000000,v001,5000008,0,2.1898,27.4,19.708,5,4,3,3.5,,5
5000000,v002,5000008,0,2.1898,27.4,19.708,5,4.5,3,4.5,4.5,5
5000000,v003,5000008,0,2.1898,27.4,19.708,5,4.5,3,4.5,4.5,5
5000000,v001,5000009,0,1.3167,45.57,19.7498,5,4,3,3.5,,5
5000000,v002,5000009,0,1.3167,45.57,19.7498,5,4.5,3,4.5,4.5,5
5000000,v003,5000009,0,1.3167,45.57,19.7498,5,4.5,3,4.5,4.5,5
5000000,v001,5000010,0,2.3981,25.02,21.5827,5,4,3,3.5,,5
5000000,v002,5000010,0,2.3981,25.02,21.5827,5,4.5,3,4.5,4.5,5
5000000,v003,5000010,0,2.3981,25.02,21.5827,5,4.5,3,4.5,4.5,5
5000000,v001,5000011,0,0.935,64.17,20.5704,5,4,3,3.5,,5
5000000,v002,5000011,0,0.935,64.17,20.5704,5,4.5,3,4.5,4.5,5
5000000,v003,5000011,0,0.935,64.17,20.5704,5,4.5,3,4.5,4.5,5
5000000,v001,5000012,0,2.1858,27.45,19.6721,5,4,3,3.5,,5
5000000,v002,5000012,0,2.1858,27.45,19.6721,5,4.5,3,4.5,4.5,5
5000000,v003,5000012,0,2.1858,27.45,19.6721,5,4.5,3,4.5,4.5,5
5000000,v001,5000013,0,1.3815,43.43,20.723,5,4,3,3.5,,5
5000000,v002,5000013,0,1.3815,43.43,20.723,5,4.5,3,4.5,4.5,5
5000000,v003,5000013,0,1.3815,43.43,20.723,5,4.5,3,4.5,4.5,5
5000000,v001,5000014,0,2.3465,25.57,21.1185,5,4,3,3.5,,5
5000000,v002,5000014,0,2.3465,25.57,21.1185,5,4.5,3,4.5,4.5,5
5000000,v003,5000014,0,2.3465,25.57,21.1185,5,4.5,3,4.5,4.5,5
5000000,v001,5000015,0,1.3207,45.43,19.8107,5,4,3,3.5,,5
5000000,v002,5000015,0,1.3207,45.43,19.8107,5,4.5,3,4.5,4.5,5
5000000,v003,5000015,0,1.3207,45.43,19.8107,5,4.5,3,4.5,4.5,5
5000000,v001,5000016,0,6.4725,9.27,19.4175,5,4,3,3.5,,5
5000000,v002,5000016,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
5000000,v003,5000016,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
5000000,v001,5000017,0,6.4725,9.27,19.4175,5,4,3,3.5,,5
5000000,v002,5000017,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
5000000,v003,5000017,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
5000000,v001,5000018,0,6.4865,9.25,19.4595,5,4,3,3.5,,5
5000000,v002,5000018,0,6.4865,9.25,19.4595,5,4.5,3,4.5,4.5,5
5000000,v003,5000018,0,6.4865,9.25,19.4595,5,4.5,3,4.5,4.5,5
5000000,v001,5000019,0,1.3674,43.88,20.5105,5,4,3,3.5,,5
5000000,v002,5000019,0,1.3674,43.88,20.5105,5,4.5,3,4.5,4.5,5
5000000,v003,5000019,0,1.3674,43.88,20.5105,5,4.5,3,4.5,4.5,5
5000000,v001,5000020,0,2.2388,26.8,20.1493,5,4,3,3.5,,5
5000000,v002,5000020,0,2.2388,26.8,20.1493,5,4.5,3,4.5,4.5,5
5000000,v003,5000020,0,2.2388,26.8,20.1493,5,4.5,3,4.5,4.5,5
5000000,v001,5000021,0,2.3529,25.5,21.1765,5,4,3,3.5,,5
5000000,v002,5000021,0,2.3529,25.5,21.1765,5,4.5,3,4.5,4.5,5
5000000,v003,5000021,0,2.3529,25.5,21.1765,5,4.5,3,4.5,4.5,5
5000000,v001,5000022,0,1.3178,45.53,19.7672,5,4,3,3.5,,5
5000000,v002,5000022,0,1.3178,45.53,19.7672,5,4.5,3,4.5,4.5,5
5000000,v003,5000022,0,1.3178,45.53,19.7672,5,4.5,3,4.5,4.5,5
5000000,v001,5000023,0,0.9353,64.15,20.5768,5,4,3,3.5,,5
5000000,v002,5000023,0,0.9353,64.15,20.5768,5,4.5,3,4.5,4.5,5
5000000,v003,5000023,0,0.9353,64.15,20.5768,5,4.5,3,4.5,4.5,5
5000000,v001,5000024,0,2.1882,27.42,19.6937,5,4,3,3.5,,5
5000000,v002,5000024,0,2.1882,27.42,19.6937,5,4.5,3,4.5,4.5,5
5000000,v003,5000024,0,2.1882,27.42,19.6937,5,4.5,3,4.5,4.5,5
5000000,v001,5000025,0,0.9346,64.2,20.5607,5,4,3,3.5,,5
5000000,v002,5000025,0,0.9346,64.2,20.5607,5,4.5,3,4.5,4.5,5
5000000,v003,5000025,0,0.9346,64.2,20.5607,5,4.5,3,4.5,4.5,5
5000000,v001,5000026,0,6.5005,9.23,19.5016,5,4,3,3.5,,5
5000000,v002,5000026,0,6.5005,9.23,19.5016,5,4.5,3,4.5,4.5,5
5000000,v003,5000026,0,6.5005,9.23,19.5016,5,4.5,3,4.5,4.5,5
5000000,v001,5000027,0,6.4516,9.3,19.3548,5,4,3,3.5,,5
5000000,v002,5000027,0,6.4516,9.3,19.3548,5,4.5,3,4.5,4.5,5
5000000,v003,5000027,0,6.4516,9.3,19.3548,5,4.5,3,4.5,4.5,5
5000000,v001,5000028,0,0.9349,64.18,20.5672,5,4,3,3.5,,5
5000000,v002,5000028,0,0.9349,64.18,20.5672,5,4.5,3,4.5,4.5,5
5000000,v003,5000028,0,0.9349,64.18,20.5672,5,4.5,3,4.5,4.5,5
5000000,v001,5000029,0,1.3043,46,20.8696,5,4,3,3.5,,5
5000000,v002,5000029,0,1.3043,46,20.8696,5,4.5,3,4.5,4.5,5
5000000,v003,5000029,0,1.3043,46,20.8696,5,4.5,3,4.5,4.5,5
6000000,v001,6000000,0,1.308,45.87,19.6207,5,4,3,3.5,,5
6000000,v002,6000000,0,1.308,45.87,19.6207,5,4.5,3,4.5,4.5,5
6000000,v003,6000000,0,1.308,45.87,19.6207,5,4.5,3,4.5,4.5,5
6000000,v001,6000001,0,1.308,45.87,19.6207,5,4,3,3.5,,5
6000000,v002,6000001,0,1.308,45.87,19.6207,5,4.5,3,4.5,4.5,5
6000000,v003,6000001,0,1.308,45.87,19.6207,5,4.5,3,4.5,4.5,5
6000000,v001,6000002,0,0.9346,64.2,20.5607,5,4,3,3.5,,5
6000000,v002,6000002,0,0.9346,64.2,20.5607,5,4.5,3,4.5,4.5,5
6000000,v003,6000002,0,0.9346,64.2,20.5607,5,4.5,3,4.5,4.5,5
6000000,v001,6000003,0,1.3181,45.52,19.7715,5,4,3,3.5,,5
6000000,v002,6000003,0,1.3181,45.52,19.7715,5,4.5,3,4.5,4.5,5
6000000,v003,6000003,0,1.3181,45.52,19.7715,5,4.5,3,4.5,4.5,5
6000000,v001,6000004,0,8.5714,7,25.7143,5,4,3,3.5,,5
6000000,v002,6000004,0,8.5714,7,25.7143,5,4.5,3,4.5,4.5,5
6000000,v003,6000004,0,8.5714,7,25.7143,5,4.5,3,4.5,4.5,5
6000000,v001,6000005,0,6.4516,9.3,19.3548,5,4,3,3.5,,5
6000000,v002,6000005,0,6.4516,9.3,19.3548,5,4.5,3,4.5,4.5,5
6000000,v003,6000005,0,6.4516,9.3,19.3548,5,4.5,3,4.5,4.5,5
6000000,v001,6000006,0,1.3178,45.53,19.7672,5,4,3,3.5,,5
6000000,v002,6000006,0,1.3178,45.53,19.7672,5,4.5,3,4.5,4.5,5
6000000,v003,6000006,0,1.3178,45.53,19.7672,5,4.5,3,4.5,4.5,5
6000000,v001,6000007,0,2.1429,28,21.4286,5,4,3,3.5,,5
6000000,v002,6000007,0,2.1429,28,21.4286,5,4.5,3,4.5,4.5,5
6000000,v003,6000007,0,2.1429,28,21.4286,5,4.5,3,4.5,4.5,5
6000000,v001,6000008,0,2.2788,26.33,20.5089,5,4,3,3.5,,5
6000000,v002,6000008,0,2.2788,26.33,20.5089,5,4.5,3,4.5,4.5,5
6000000,v003,6000008,0,2.2788,26.33,20.5089,5,4.5,3,4.5,4.5,5
6000000,v001,6000009,0,6.4725,9.27,19.4175,5,4,3,3.5,,5
6000000,v002,6000009,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
6000000,v003,6000009,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
6000000,v001,6000010,0,2.1962,27.32,19.7657,5,4,3,3.5,,5
6000000,v002,6000010,0,2.1962,27.32,19.7657,5,4.5,3,4.5,4.5,5
6000000,v003,6000010,0,2.1962,27.32,19.7657,5,4.5,3,4.5,4.5,5
6000000,v001,6000011,0,0.9349,64.18,20.5672,5,4,3,3.5,,5
6000000,v002,6000011,0,0.9349,64.18,20.5672,5,4.5,3,4.5,4.5,5
6000000,v003,6000011,0,0.9349,64.18,20.5672,5,4.5,3,4.5,4.5,5
6000000,v001,6000012,0,2.2388,26.8,20.1493,5,4,3,3.5,,5
6000000,v002,6000012,0,2.2388,26.8,20.1493,5,4.5,3,4.5,4.5,5
6000000,v003,6000012,0,2.2388,26.8,20.1493,5,4.5,3,4.5,4.5,5
6000000,v001,6000013,0,1.3354,44.93,20.0312,5,4,3,3.5,,5
6000000,v002,6000013,0,1.3354,44.93,20.0312,5,4.5,3,4.5,4.5,5
6000000,v003,6000013,0,1.3354,44.93,20.0312,5,4.5,3,4.5,4.5,5
6000000,v001,6000014,0,2.1922,27.37,19.7296,5,4,3,3.5,,5
6000000,v002,6000014,0,2.1922,27.37,19.7296,5,4.5,3,4.5,4.5,5
6000000,v003,6000014,0,2.1922,27.37,19.7296,5,4.5,3,4.5,4.5,5
6000000,v001,6000015,0,2.2346,26.85,20.1117,5,4,3,3.5,,5
6000000,v002,6000015,0,2.2346,26.85,20.1117,5,4.5,3,4.5,4.5,5
6000000,v003,6000015,0,2.2346,26.85,20.1117,5,4.5,3,4.5,4.5,5
6000000,v001,6000016,0,1.3348,44.95,20.0222,5,4,3,3.5,,5
6000000,v002,6000016,0,1.3348,44.95,20.0222,5,4.5,3,4.5,4.5,5
6000000,v003,6000016,0,1.3348,44.95,20.0222,5,4.5,3,4.5,4.5,5
6000000,v001,6000017,0,6.4378,9.32,19.3133,5,4,3,3.5,,5
6000000,v002,6000017,0,6.4378,9.32,19.3133,5,4.5,3,4.5,4.5,5
6000000,v003,6000017,0,6.4378,9.32,19.3133,5,4.5,3,4.5,4.5,5
6000000,v001,6000018,0,2.3392,25.65,21.0526,5,4,3,3.5,,5
6000000,v002,6000018,0,2.3392,25.65,21.0526,5,4.5,3,4.5,4.5,5
6000000,v003,6000018,0,2.3392,25.65,21.0526,5,4.5,3,4.5,4.5,5
6000000,v001,6000019,0,2.1429,28,21.4286,5,4,3,3.5,,5
6000000,v002,6000019,0,2.1429,28,21.4286,5,4.5,3,4.5,4.5,5
6000000,v003,6000019,0,2.1429,28,21.4286,5,4.5,3,4.5,4.5,5
6000000,v001,6000020,0,2.3364,25.68,21.028,5,4,3,3.5,,5
6000000,v002,6000020,0,2.3364,25.68,21.028,5,4.5,3,4.5,4.5,5
6000000,v003,6000020,0,2.3364,25.68,21.028,5,4.5,3,4.5,4.5,5
6000000,v001,6000021,1,0,90,20,5,4,3,3.5,,5
6000000,v002,6000021,1,0,90,20,5,4.5,3,4.5,4.5,5
6000000,v003,6000021,1,0,90,20,5,4.5,3,4.5,4.5,5
6000000,v001,6000022,0,2.3603,25.42,21.2431,5,4,3,3.5,,5
6000000,v002,6000022,0,2.3603,25.42,21.2431,5,4.5,3,4.5,4.5,5
6000000,v003,6000022,0,2.3603,25.42,21.2431,5,4.5,3,4.5,4.5,5
6000000,v001,6000023,0,1.3879,43.23,20.8189,5,4,3,3.5,,5
6000000,v002,6000023,0,1.3879,43.23,20.8189,5,4.5,3,4.5,4.5,5
6000000,v003,6000023,0,1.3879,43.23,20.8189,5,4.5,3,4.5,4.5,5
6000000,v001,6000024,0,0.9356,64.13,20.5832,5,4,3,3.5,,5
6000000,v002,6000024,0,0.9356,64.13,20.5832,5,4.5,3,4.5,4.5,5
6000000,v003,6000024,0,0.9356,64.13,20.5832,5,4.5,3,4.5,4.5,5
6000000,v001,6000025,0,1.3196,45.47,19.7933,5,4,3,3.5,,5
6000000,v002,6000025,0,1.3196,45.47,19.7933,5,4.5,3,4.5,4.5,5
6000000,v003,6000025,0,1.3196,45.47,19.7933,5,4.5,3,4.5,4.5,5
6000000,v001,6000026,0,6.4655,9.28,19.3966,5,4,3,3.5,,5
6000000,v002,6000026,0,6.4655,9.28,19.3966,5,4.5,3,4.5,4.5,5
6000000,v003,6000026,0,6.4655,9.28,19.3966,5,4.5,3,4.5,4.5,5
6000000,v001,6000027,0,6.3291,9.48,18.9873,5,4,3,3.5,,5
6000000,v002,6000027,0,6.3291,9.48,18.9873,5,4.5,3,4.5,4.5,5
6000000,v003,6000027,0,6.3291,9.48,18.9873,5,4.5,3,4.5,4.5,5
6000000,v001,6000028,0,2.2346,26.85,20.1117,5,4,3,3.5,,5
6000000,v002,6000028,0,2.2346,26.85,20.1117,5,4.5,3,4.5,4.5,5
6000000,v003,6000028,0,2.2346,26.85,20.1117,5,4.5,3,4.5,4.5,5
6000000,v001,6000029,0,2.1914,27.38,19.7224,5,4,3,3.5,,5
6000000,v002,6000029,0,2.1914,27.38,19.7224,5,4.5,3,4.5,4.5,5
6000000,v003,6000029,0,2.1914,27.38,19.7224,5,4.5,3,4.5,4.5,5
7000000,v001,7000000,0,0.9698,61.87,20.3653,5,4,3,3.5,,5
7000000,v002,7000000,0,0.9698,61.87,20.3653,5,4.5,3,4.5,4.5,5
7000000,v003,7000000,0,0.9698,61.87,20.3653,5,4.5,3,4.5,4.5,5
7000000,v001,7000001,0,2.1882,27.42,19.6937,5,4,3,3.5,,5
7000000,v002,7000001,0,2.1882,27.42,19.6937,5,4.5,3,4.5,4.5,5
7000000,v003,7000001,0,2.1882,27.42,19.6937,5,4.5,3,4.5,4.5,5
7000000,v001,7000002,0,6.2827,9.55,18.8482,5,4,3,3.5,,5
7000000,v002,7000002,0,6.2827,9.55,18.8482,5,4.5,3,4.5,4.5,5
7000000,v003,7000002,0,6.2827,9.55,18.8482,5,4.5,3,4.5,4.5,5
7000000,v001,7000003,1,0,90,20,5,4,3,3.5,,5
7000000,v002,7000003,1,0,90,20,5,4.5,3,4.5,4.5,5
7000000,v003,7000003,1,0,90,20,5,4.5,3,4.5,4.5,5
7000000,v001,7000004,1,0,90,20,5,4,3,3.5,,5
7000000,v002,7000004,1,0,90,20,5,4.5,3,4.5,4.5,5
7000000,v003,7000004,1,0,90,20,5,4.5,3,4.5,4.5,5
7000000,v001,7000005,0,1.3043,46,20.8696,5,4,3,3.5,,5
7000000,v002,7000005,0,1.3043,46,20.8696,5,4.5,3,4.5,4.5,5
7000000,v003,7000005,0,1.3043,46,20.8696,5,4.5,3,4.5,4.5,5
7000000,v001,7000006,0,6.5076,9.22,19.5228,5,4,3,3.5,,5
7000000,v002,7000006,0,6.5076,9.22,19.5228,5,4.5,3,4.5,4.5,5
7000000,v003,7000006,0,6.5076,9.22,19.5228,5,4.5,3,4.5,4.5,5
7000000,v001,7000007,0,0.9761,61.47,20.4978,5,4,3,3.5,,5
7000000,v002,7000007,0,0.9761,61.47,20.4978,5,4.5,3,4.5,4.5,5
7000000,v003,7000007,0,0.9761,61.47,20.4978,5,4.5,3,4.5,4.5,5
7000000,v001,7000008,0,6.4725,9.27,19.4175,5,4,3,3.5,,5
7000000,v002,7000008,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
7000000,v003,7000008,0,6.4725,9.27,19.4175,5,4.5,3,4.5,4.5,5
7000000,v001,7000009,0,0.9349,64.18,20.5672,5,4,3,3.5,,5
7000000,v002,7000009,0,0.9349,64.18,20.5672,5,4.5,3,4.5,4.5,5
7000000,v003,7000009,0,0.9349,64.18,20.5672,5,4.5,3,4.5,4.5,5
7000000,v001,7000010,0,2.2388,26.8,20.1493,5,4,3,3.5,,5
7000000,v002,7000010,0,2.2388,26.8,20.1493,5,4.5,3,4.5,4.5,5
7000000,v003,7000010,0,2.2388,26.8,20.1493,5,4.5,3,4.5,4.5,5
7000000,v001,7000011,0,1.3847,43.33,20.7708,5,4,3,3.5,,5
7000000,v002,7000011,0,1.3847,43.33,20.7708,5,4.5,3,4.5,4.5,5
7000000,v003,7000011,0,1.3847,43.33,20.7708,5,4.5,3,4.5,4.5,5
7000000,v001,7000012,0,2.1834,27.48,19.6507,5,4,3,3.5,,5
7000000,v002,7000012,0,2.1834,27.48,19.6507,5,4.5,3,4.5,4.5,5
7000000,v003,7000012,0,2.1834,27.48,19.6507,5,4.5,3,4.5,4.5,5
7000000,v001,7000013,0,6.4655,9.28,19.3966,5,4,3,3.5,,5
7000000,v002,7000013,0,6.4655,9.28,19.3966,5,4.5,3,4.5,4.5,5
7000000,v003,7000013,0,6.4655,9.28,19.3966,5,4.5,3,4.5,4.5,5
7000000,v001,7000014,0,6.5217,9.2,19.5652,5,4,3,3.5,,5
7000000,v002,7000014,0,6.5217,9.2,19.5652,5,4.5,3,4.5,4.5,5
7000000,v003,7000014,0,6.5217,9.2,19.5652,5,4.5,3,4.5,4.5,5
7000000,v001,7000015,0,1.3937,43.05,20.9059,5,4,3,3.5,,5
7000000,v002,7000015,0,1.3937,43.05,20.9059,5,4.5,3,4.5,4.5,5
7000000,v003,7000015,0,1.3937,43.05,20.9059,5,4.5,3,4.5,4.5,5
7000000,v001,7000016,0,0.935,64.17,20.5704,5,4,3,3.5,,5
7000000,v002,7000016,0,0.935,64.17,20.5704,5,4.5,3,4.5,4.5,5
7000000,v003,7000016,0,0.935,64.17,20.5704,5,4.5,3,4.5,4.5,5
7000000,v001,7000017,0,6.4865,9.25,19.4595,5,4,3,3.5,,5
7000000,v002,7000017,0,6.4865,9.25,19.4595,5,4.5,3,4.5,4.5,5
7000000,v003,7000017,0,6.4865,9.25,19.4595,5,4.5,3,4.5,4.5,5
7000000,v001,7000018,0,2.4,25,21.6,5,4,3,3.5,,5
7000000,v002,7000018,0,2.4,25,21.6,5,4.5,3,4.5,4.5,5
7000000,v003,7000018,0,2.4,25,21.6,5,4.5,3,4.5,4.5,5
7000000,v001,7000019,0,2.1898,27.4,19.708,5,4,3,3.5,,5
7000000,v002,7000019,0,2.1898,27.4,19.708,5,4.5,3,4.5,4.5,5
7000000,v003,7000019,0,2.1898,27.4,19.708,5,4.5,3,4.5,4.5,5
7000000,v001,7000020,0,1.3953,43,20.9302,5,4,3,3.5,,5
7000000,v002,7000020,0,1.3953,43,20.9302,5,4.5,3,4.5,4.5,5
7000000,v003,7000020,0,1.3953,43,20.9302,5,4.5,3,4.5,4.5,5
7000000,v001,7000021,0,8.0321,7.47,24.0964,5,4,3,3.5,,5
7000000,v002,7000021,0,8.0321,7.47,24.0964,5,4.5,3,4.5,4.5,5
7000000,v003,7000021,0,8.0321,7.47,24.0964,5,4.5,3,4.5,4.5,5
7000000,v001,7000022,0,6.4865,9.25,19.4595,5,4,3,3.5,,5
7000000,v002,7000022,0,6.4865,9.25,19.4595,5,4.5,3,4.5,4.5,5
7000000,v003,7000022,0,6.4865,9.25,19.4595,5,4.5,3,4.5,4.5,5
7000000,v001,7000023,0,1.3001,46.15,20.8017,5,4,3,3.5,,5
7000000,v002,7000023,0,1.3001,46.15,20.8017,5,4.5,3,4.5,4.5,5
7000000,v003,7000023,0,1.3001,46.15,20.8017,5,4.5,3,4.5,4.5,5
7000000,v001,7000024,0,2.2371,26.82,20.1342,5,4,3,3.5,,5
7000000,v002,7000024,0,2.2371,26.82,20.1342,5,4.5,3,4.5,4.5,5
7000000,v003,7000024,0,2.2371,26.82,20.1342,5,4.5,3,4.5,4.5,5
7000000,v001,7000025,0,0.9444,63.53,19.8331,5,4,3,3.5,,5
7000000,v002,7000025,0,0.9444,63.53,19.8331,5,4.5,3,4.5,4.5,5
7000000,v003,7000025,0,0.9444,63.53,19.8331,5,4.5,3,4.5,4.5,5
7000000,v001,7000026,0,2.381,25.2,21.4286,5,4,3,3.5,,5
7000000,v002,7000026,0,2.381,25.2,21.4286,5,4.5,3,4.5,4.5,5
7000000,v003,7000026,0,2.381,25.2,21.4286,5,4.5,3,4.5,4.5,5
7000000,v001,7000027,0,6.5717,9.13,19.7152,5,4,3,3.5,,5
7000000,v002,7000027,0,6.5717,9.13,19.7152,5,4.5,3,4.5,4.5,5
7000000,v003,7000027,0,6.5717,9.13,19.7152,5,4.5,3,4.5,4.5,5
7000000,v001,7000028,0,2.1898,27.4,19.708,5,4,3,3.5,,5
7000000,v002,7000028,0,2.1898,27.4,19.708,5,4.5,3,4.5,4.5,5
7000000,v003,7000028,0,2.1898,27.4,19.708,5,4.5,3,4.5,4.5,5
7000000,v001,7000029,0,0.9736,61.63,20.4446,5,4,3,3.5,,5
7000000,v002,7000029,0,0.9736,61.63,20.4446,5,4.5,3,4.5,4.5,5
7000000,v003,7000029,0,0.9736,61.63,20.4446,5,4.5,3,4.5,4.5,5
8000000,v001,8000000,0,2.1429,28,21.4286,5,4,3,3.5,,5
8000000,v002,8000000,0,2.1429,28,21.4286,5,4.5,3,4.5,4.5,5
8000000,v003,8000000,0,2.1429,28,21.4286,5,4.5,3,4.5,4.5,5
8000000,v001,8000001,0,5.597,10.72,22.3881,5,4,3,3.5,,5
8000000,v002,8000001,0,5.597,10.72,22.3881,5,4.5,3,4.5,4.5,5
8000000,v003,8000001,0,5.597,10.72,22.3881,5,4.5,3,4.5,4.5,5
8000000,v001,8000002,0,2.3791,25.22,21.4116,5,4,3,3.5,,5
8000000,v002,8000002,0,2.3791,25.22,21.4116,5,4.5,3,4.5,4.5,5
8000000,v003,8000002,0,2.3791,25.22,21.4116,5,4.5,3,4.5,4.5,5
8000000,v001,8000003,0,0.9788,61.3,20.5546,5,4,3,3.5,,5
8000000,v002,8000003,0,0.9788,61.3,20.5546,5,4.5,3,4.5,4.5,5
8000000,v003,8000003,0,0.9788,61.3,20.5546,5,4.5,3,4.5,4.5,5
8000000,v001,8000004,0,1.3348,44.95,20.0222,5,4,3,3.5,,5
8000000,v002,8000004,0,1.3348,44.95,20.0222,5,4.5,3,4.5,4.5,5
