frame,time,cx,cy,w,h,area,mean_r,mean_g,mean_b
65,36.1355,273.5,86.5,4,2,8,171.1,114.1,254.1
65,36.1355,280.5,86.5,6,2,12,164.0,116.3,252.0
65,36.1355,289.07,86.43,8,2,14,171.8,114.4,249.9
65,36.1355,262.13,146.93,6,4,15,173.1,116.6,248.6
65,36.1355,244.5,162.81,10,6,52,170.1,115.8,248.7
65,36.1355,173.5,188.5,4,2,8,175.6,115.1,246.6
65,36.1355,302.19,206.8,32,4,70,151.5,147.2,211.0
65,36.1355,278.0,208.5,3,2,6,164.7,146.3,207.3
65,36.1355,58.83,224.33,8,2,12,160.5,189.7,180.7
65,36.1355,77.69,226.54,6,6,26,89.7,133.1,146.9
65,36.1355,242.31,225.56,6,4,16,72.6,136.4,108.9
65,36.1355,194.53,226.8,4,5,15,78.6,133.1,154.9
65,36.1355,201.55,227.64,4,4,11,76.4,138.5,125.7
65,36.1355,211.98,227.46,15,4,50,75.3,127.1,149.5
65,36.1355,225.07,228.04,11,4,27,41.3,127.9,97.3
65,36.1355,232.9,227.5,4,4,10,54.2,133.4,78.0
65,36.1355,237.2,226.9,4,3,10,56.3,133.1,72.6
65,36.1355,274.09,227.73,6,4,11,67.0,137.3,91.4
65,36.1355,301.17,226.33,5,2,6,83.7,145.7,123.5
65,36.1355,318.1,227.8,4,4,10,79.7,142.1,121.1
65,36.1355,66.6,228.3,5,3,10,70.4,138.6,103.2
65,36.1355,308.5,228.0,2,3,6,40.8,122.5,94.2
65,36.1355,312.67,227.17,5,2,6,69.2,143.0,122.0
66,36.1688,87.5,86.5,4,2,8,173.0,116.0,250.0
66,36.1688,103.5,86.5,4,2,8,173.8,116.8,250.8
66,36.1688,183.5,86.5,4,2,8,172.0,115.5,246.0
66,36.1688,210.5,86.5,38,2,76,172.1,115.2,249.3
66,36.1688,273.5,86.5,4,2,8,171.1,114.1,254.1
66,36.1688,280.5,86.5,6,2,12,164.0,116.3,252.0
66,36.1688,288.5,86.5,6,2,12,171.8,114.1,250.8
66,36.1688,262.13,146.93,6,4,15,173.1,116.6,248.6
66,36.1688,244.5,162.81,10,6,52,170.1,115.8,248.7
66,36.1688,275.75,182.25,4,3,8,178.8,121.9,253.8
66,36.1688,277.0,187.71,3,4,7,209.4,154.9,248.9
66,36.1688,173.5,188.5,4,2,8,175.6,115.1,246.6
66,36.1688,302.82,207.38,32,4,74,150.0,147.5,208.7
66,36.1688,5.0,207.25,12,2,16,151.8,146.7,210.4
66,36.1688,278.0,208.5,3,2,6,164.7,146.3,207.3
66,36.1688,79.62,225.42,10,8,52,96.7,134.7,160.4
66,36.1688,70.19,226.5,5,6,16,71.4,133.0,150.0
66,36.1688,250.67,227.0,6,6,18,70.4,139.4,106.2
66,36.1688,34.25,226.42,7,3,12,80.2,140.4,141.2
66,36.1688,42.35,227.0,8,5,20,58.5,134.4,102.2
66,36.1688,189.47,227.32,9,5,19,78.3,139.2,146.3
66,36.1688,236.39,227.21,13,5,38,45.3,135.8,100.5
66,36.1688,312.19,226.9,9,5,21,77.7,140.9,123.1
66,36.1688,59.82,228.0,4,4,11,67.7,143.7,92.1
66,36.1688,198.43,227.71,2,4,7,72.3,121.9,126.9
66,36.1688,203.38,227.42,7,4,24,68.1,125.2,160.1
66,36.1688,217.37,227.57,21,4,67,56.2,130.4,108.0
66,36.1688,50.12,228.12,3,3,8,49.8,139.0,89.5
67,36.2022,87.5,86.5,4,2,8,173.0,116.0,250.0
67,36.2022,103.5,86.5,4,2,8,173.8,116.8,250.8
67,36.2022,183.5,86.5,4,2,8,172.0,115.5,246.0
67,36.2022,210.5,86.5,38,2,76,172.1,115.2,249.3
67,36.2022,273.5,86.5,4,2,8,171.1,114.1,254.1
67,36.2022,280.5,86.5,6,2,12,164.0,116.3,252.0
67,36.2022,288.5,86.5,6,2,12,171.8,114.1,250.8
67,36.2022,261.73,137.73,4,4,11,173.5,117.2,246.2
67,36.2022,173.5,188.5,4,2,8,175.6,115.1,246.6
67,36.2022,278.5,197.5,2,4,8,187.5,112.5,247.0
67,36.2022,25.3,204.78,21,2,27,153.3,145.8,212.5
67,36.2022,143.98,204.7,36,4,66,152.9,146.7,210.4
67,36.2022,311.41,204.59,13,2,22,154.1,145.8,214.4
67,36.2022,244.5,223.6,4,4,10,81.3,139.6,151.2
67,36.2022,302.0,222.0,9,1,9,167.3,207.2,233.6
67,36.2022,307.0,225.46,14,8,65,76.3,141.9,130.7
67,36.2022,229.12,226.28,12,7,57,42.6,134.2,70.2
67,36.2022,28.43,226.8,17,6,56,50.4,137.2,76.1
67,36.2022,181.18,226.29,6,6,17,62.7,132.9,121.9
67,36.2022,204.45,226.42,34,6,155,59.7,130.1,107.3
67,36.2022,41.9,226.65,6,5,20,54.0,132.8,84.9
67,36.2022,50.94,226.82,5,5,17,45.9,129.6,88.6
67,36.2022,284.86,227.21,4,5,14,18.6,134.7,14.3
67,36.2022,86.42,227.92,4,4,12,42.6,139.2,68.4
68,36.2356,87.5,86.5,4,2,8,173.0,116.0,250.0
68,36.2356,103.5,86.5,4,2,8,173.8,116.8,250.8
68,36.2356,183.5,86.5,4,2,8,172.0,115.5,246.0
68,36.2356,210.5,86.5,38,2,76,172.1,115.2,249.3
68,36.2356,273.5,86.5,4,2,8,171.1,114.1,254.1
68,36.2356,280.5,86.5,6,2,12,164.0,116.3,252.0
68,36.2356,288.5,86.5,6,2,12,171.8,114.1,250.8
68,36.2356,258.5,132.5,2,10,20,175.2,114.8,251.7
68,36.2356,278.5,137.5,2,8,16,164.0,118.2,247.2
68,36.2356,276.5,143.5,2,4,8,165.0,118.0,247.5
68,36.2356,278.83,151.17,4,10,24,169.3,116.7,246.7
68,36.2356,173.5,188.5,4,2,8,175.6,115.1,246.6
68,36.2356,10.7,217.47,35,15,178,141.7,175.3,187.4
68,36.2356,60.42,221.03,23,11,109,87.0,134.6,146.4
68,36.2356,315.07,217.86,7,3,14,162.3,221.1,203.0
68,36.2356,37.14,218.71,4,3,7,158.0,211.9,224.4
68,36.2356,180.57,218.29,5,2,7,165.7,221.0,222.0
68,36.2356,294.69,220.81,7,8,26,105.2,165.1,157.0
68,36.2356,224.12,223.9,26,10,115,57.3,135.6,76.0
68,36.2356,280.33,219.67,6,3,12,100.1,145.1,157.6
68,36.2356,14.71,220.86,4,3,7,66.9,137.0,129.6
68,36.2356,23.57,222.95,9,7,21,48.9,133.3,84.9
68,36.2356,173.52,222.96,8,7,27,83.1,140.1,123.4
68,36.2356,195.14,223.33,33,8,154,52.3,128.8,96.4
68,36.2356,301.65,222.4,5,6,20,53.2,131.6,95.4
68,36.2356,315.4,222.96,7,7,25,69.8,138.6,107.1
68,36.2356,32.46,223.62,7,6,24,53.2,134.7,79.0
68,36.2356,97.59,223.91,7,6,22,71.6,141.8,95.5
68,36.2356,40.88,223.88,4,5,16,50.0,133.6,75.6
68,36.2356,13.2,224.5,6,3,10,44.8,135.7,73.3
68,36.2356,88.54,224.54,6,4,13,50.1,140.0,74.4
68,36.2356,294.21,228.21,7,4,14,8.0,97.7,1.0
69,36.2689,87.5,86.5,4,2,8,173.0,116.0,250.0
69,36.2689,103.5,86.5,4,2,8,173.8,116.8,250.8
69,36.2689,183.5,86.5,4,2,8,172.0,115.5,246.0
69,36.2689,210.5,86.5,38,2,76,172.1,115.2,249.3
69,36.2689,273.5,86.5,4,2,8,171.1,114.1,254.1
69,36.2689,280.5,86.5,6,2,12,164.0,116.3,252.0
69,36.2689,288.5,86.5,6,2,12,171.8,114.1,250.8
69,36.2689,258.47,124.26,2,10,19,175.4,114.6,253.3
69,36.2689,278.5,131.5,2,4,8,163.5,118.0,248.0
69,36.2689,278.87,143.0,4,10,23,169.5,116.5,247.3
69,36.2689,277.0,173.71,3,4,7,209.4,154.9,248.9
69,36.2689,173.5,188.5,4,2,8,175.6,115.1,246.6
69,36.2689,16.5,200.29,36,3,68,148.0,149.1,205.7
69,36.2689,52.14,199.94,31,3,35,147.0,149.5,205.6
69,36.2689,74.5,200.29,10,2,14,146.9,150.0,206.3
69,36.2689,9.97,214.91,30,14,148,148.2,178.0,196.3
69,36.2689,308.87,215.73,9,3,15,163.8,217.3,209.1
69,36.2689,174.29,216.14,6,2,7,170.4,226.7,233.3
69,36.2689,287.32,219.78,9,8,37,92.7,156.1,134.3
69,36.2689,19.9,218.1,5,3,10,78.9,136.8,128.0
69,36.2689,163.13,219.26,8,7,23,72.8,128.0,139.3
69,36.2689,227.27,219.55,3,6,11,64.5,142.2,106.8
69,36.2689,277.41,220.06,5,7,17,58.4,125.9,101.1
69,36.2689,316.67,217.17,5,2,6,155.2,184.0,232.3
69,36.2689,174.45,220.73,2,6,11,74.1,128.5,125.8
69,36.2689,190.17,221.34,28,9,134,50.5,127.2,94.8
69,36.2689,211.59,220.85,12,6,54,37.7,133.9,61.6
69,36.2689,243.86,220.64,3,6,14,53.1,130.4,84.1
69,36.2689,291.25,221.0,2,6,8,45.8,131.5,86.0
69,36.2689,297.11,225.37,17,12,93,15.2,108.6,22.0
69,36.2689,308.12,220.33,6,6,24,67.8,135.2,113.0
69,36.2689,16.06,221.56,7,5,18,38.6,131.3,71.8
69,36.2689,25.85,221.7,7,6,20,47.1,132.9,67.0
69,36.2689,34.47,221.47,5,6,19,49.1,132.5,78.9
69,36.2689,171.71,221.43,2,5,7,76.4,138.6,111.0
69,36.2689,224.0,221.85,4,6,13,53.7,137.1,80.5
69,36.2689,315.24,220.43,7,5,21,68.4,128.9,133.2
69,36.2689,64.29,227.54,9,4,24,159.4,131.3,85.4
69,36.2689,287.71,228.14,3,3,7,10.9,110.0,7.4
70,36.3023,87.5,86.5,4,2,8,173.0,116.0,250.0
70,36.3023,103.5,86.5,4,2,8,173.8,116.8,250.8
70,36.3023,183.5,86.5,4,2,8,172.0,115.5,246.0
70,36.3023,210.5,86.5,38,2,76,172.1,115.2,249.3
70,36.3023,272.5,86.5,6,2,12,171.3,114.0,250.7
70,36.3023,280.5,86.5,6,2,12,164.0,116.3,252.0
70,36.3023,288.5,86.5,6,2,12,171.8,114.1,250.8
70,36.3023,258.5,117.5,2,8,16,175.1,114.3,254.2
70,36.3023,278.5,119.5,2,4,8,170.5,116.0,249.5
70,36.3023,278.87,137.0,4,10,23,170.2,116.0,247.6
70,36.3023,248.5,137.5,2,4,8,154.5,120.5,249.5
70,36.3023,173.5,188.5,4,2,8,175.6,115.1,246.6
70,36.3023,102.93,198.2,34,3,60,147.4,148.7,205.7
70,36.3023,4.94,198.56,10,2,18,150.7,152.5,206.3
70,36.3023,81.0,198.25,6,2,8,148.0,150.5,206.5
70,36.3023,156.5,205.0,2,3,6,43.3,101.7,101.7
70,36.3023,8.29,214.06,26,14,162,128.5,175.3,173.9
70,36.3023,301.38,213.54,7,4,13,163.2,221.2,203.6
70,36.3023,316.78,214.28,6,5,18,162.4,194.8,203.9
70,36.3023,283.5,214.0,6,1,6,173.3,217.7,236.7
70,36.3023,111.5,218.09,7,7,22,80.6,140.0,114.6
70,36.3023,218.43,218.65,6,7,23,58.2,139.7,91.6
70,36.3023,308.11,217.96,7,7,27,83.6,139.2,148.4
70,36.3023,18.27,219.27,5,6,15,39.6,129.7,70.3
70,36.3023,204.57,218.85,12,6,54,39.5,134.2,62.9
70,36.3023,236.87,218.67,5,6,15,54.7,133.9,81.3
70,36.3023,281.06,218.94,9,6,33,65.2,132.8,91.7
70,36.3023,287.89,217.84,5,6,19,58.1,131.1,101.2
70,36.3023,299.21,224.79,21,14,141,23.6,112.7,24.3
70,36.3023,28.48,219.48,7,5,21,47.9,133.8,69.8
70,36.3023,245.67,218.87,5,5,15,53.3,130.4,87.1
70,36.3023,164.5,220.0,2,3,6,78.0,144.3,108.7
70,36.3023,232.44,223.78,4,4,9,50.4,129.1,51.7
70,36.3023,64.02,226.92,16,6,64,136.9,127.0,108.9
71,36.3357,87.5,86.5,4,2,8,173.0,116.0,250.0
71,36.3357,103.5,86.5,4,2,8,173.8,116.8,250.8
71,36.3357,183.5,86.5,4,2,8,172.0,115.5,246.0
71,36.3357,210.5,86.5,38,2,76,172.1,115.2,249.3
71,36.3357,272.5,86.5,6,2,12,171.3,114.0,250.7
71,36.3357,280.5,86.5,6,2,12,164.0,116.3,252.0
71,36.3357,288.5,86.5,6,2,12,171.8,114.1,250.8
71,36.3357,258.5,117.5,2,8,16,175.1,114.3,254.2
71,36.3357,278.5,119.5,2,4,8,170.5,116.0,249.5
71,36.3357,278.87,137.0,4,10,23,170.2,116.0,247.6
71,36.3357,248.5,137.5,2,4,8,154.5,120.5,249.5
71,36.3357,273.67,164.0,4,3,6,130.2,82.0,172.7
71,36.3357,237.44,208.5,6,5,16,164.2,191.9,210.4
71,36.3357,7.1,209.03,16,3,31,168.9,208.3,210.7
71,36.3357,312.33,210.94,17,8,48,155.1,179.0,199.9
71,36.3357,41.98,213.75,24,10,128,83.0,137.4,138.4
71,36.3357,297.12,209.88,5,3,8,160.5,209.1,200.0
71,36.3357,7.7,213.1,5,3,10,71.7,138.8,119.0
71,36.3357,27.52,215.14,5,7,21,80.2,135.5,119.4
71,36.3357,112.57,213.71,2,4,7,91.9,139.0,143.6
71,36.3357,206.91,215.06,9,7,34,53.7,139.1,87.9
71,36.3357,290.05,214.86,5,7,22,73.4,132.5,116.4
71,36.3357,311.83,213.5,3,4,6,104.0,138.3,152.2
71,36.3357,3.33,214.33,3,3,6,53.8,134.0,98.2
71,36.3357,78.33,213.67,3,3,6,95.7,142.3,160.0
71,36.3357,192.93,215.93,13,6,57,37.3,133.4,60.5
71,36.3357,215.73,216.23,8,6,22,50.4,128.5,70.4
71,36.3357,274.17,215.69,12,6,54,59.8,142.3,89.5
71,36.3357,293.64,214.36,4,4,11,84.6,139.3,139.7
71,36.3357,16.8,216.07,5,5,15,51.1,132.3,76.9
71,36.3357,6.83,217.17,5,3,12,36.5,132.5,62.3
71,36.3357,259.8,217.1,4,3,10,48.5,133.5,55.5
71,36.3357,296.5,217.2,4,3,10,59.7,139.9,68.9
71,36.3357,312.29,217.0,3,3,7,49.0,137.9,64.3
71,36.3357,125.0,217.5,3,2,6,51.3,135.5,78.7
71,36.3357,306.21,224.82,23,13,168,9.3,106.4,6.1
71,36.3357,203.22,221.0,5,3,9,37.1,130.2,40.4
71,36.3357,232.88,222.62,3,4,8,58.5,138.9,54.0
71,36.3357,64.29,226.48,16,6,65,114.6,112.4,97.8
71,36.3357,293.5,226.0,2,3,6,20.5,134.7,15.5
71,36.3357,233.88,228.31,11,3,16,59.6,134.4,58.0
72,36.369,87.5,86.5,4,2,8,173.0,116.0,250.0
72,36.369,103.5,86.5,4,2,8,173.8,116.8,250.8
72,36.369,183.5,86.5,4,2,8,172.0,115.5,246.0
72,36.369,210.5,86.5,38,2,76,172.1,115.2,249.3
72,36.369,272.5,86.5,6,2,12,171.3,114.0,250.7
72,36.369,280.5,86.5,6,2,12,164.0,116.3,252.0
72,36.369,288.5,86.5,6,2,12,171.8,114.1,250.8
72,36.369,258.5,117.5,2,8,16,175.1,114.3,254.2
72,36.369,278.5,119.5,2,4,8,170.5,116.0,249.5
72,36.369,278.87,137.0,4,10,23,170.2,116.0,247.6
72,36.369,248.5,137.5,2,4,8,154.5,120.5,249.5
72,36.369,277.0,161.71,3,4,7,208.3,153.7,250.7
72,36.369,167.93,186.57,16,2,28,177.0,121.0,246.0
72,36.369,165.41,195.3,20,9,113,139.1,117.1,138.1
72,36.369,18.5,194.0,6,1,6,143.3,149.3,203.0
72,36.369,40.0,194.0,17,1,17,144.8,150.0,199.0
72,36.369,142.2,194.6,15,2,25,150.8,152.6,207.1
72,36.369,250.5,194.0,10,1,10,144.0,150.0,201.0
72,36.369,312.46,209.9,14,12,69,146.2,177.8,189.3
72,36.369,1.33,209.33,4,4,9,168.8,194.4,225.6
72,36.369,8.29,208.52,11,3,21,172.1,196.7,202.1
72,36.369,293.0,209.0,5,3,15,156.1,208.9,217.4
72,36.369,35.31,213.2,10,9,51,75.9,131.9,129.5
72,36.369,45.68,213.21,8,8,28,79.3,132.9,135.4
72,36.369,303.0,211.0,4,3,8,157.0,185.8,206.0
72,36.369,8.44,212.11,4,3,9,70.4,137.1,118.8
72,36.369,97.53,213.79,5,7,19,79.8,138.1,118.7
72,36.369,110.31,214.57,8,7,35,68.1,136.8,106.6
72,36.369,211.13,214.13,12,7,38,52.2,133.6,83.5
72,36.369,318.07,214.07,4,6,15,77.3,135.9,121.3
72,36.369,14.16,215.05,5,6,19,53.0,133.9,78.1
72,36.369,24.44,214.44,5,6,16,71.3,137.8,118.4
72,36.369,190.16,214.95,13,6,58,36.9,133.3,60.2
72,36.369,203.06,215.12,5,6,16,52.4,139.1,77.0
72,36.369,289.64,214.43,11,6,42,67.7,138.7,110.0
72,36.369,3.94,215.41,5,5,17,39.8,131.9,72.1
72,36.369,232.34,215.28,9,7,29,57.2,138.9,79.1
72,36.369,273.4,214.67,4,5,15,56.9,140.9,87.2
72,36.369,233.83,221.0,4,5,12,53.7,127.4,69.7
72,36.369,64.66,224.31,16,9,77,123.8,127.2,105.3
72,36.369,308.12,225.14,25,10,170,11.2,106.9,5.8
72,36.369,295.43,225.71,2,4,7,12.9,128.3,7.6
72,36.369,234.56,228.14,21,4,50,60.9,127.5,72.4
72,36.369,248.71,228.71,6,2,7,46.4,134.3,54.9
73,36.4024,87.5,86.5,4,2,8,173.0,116.0,250.0
73,36.4024,103.5,86.5,4,2,8,173.8,116.8,250.8
73,36.4024,183.5,86.5,4,2,8,172.0,115.5,246.0
73,36.4024,210.5,86.5,38,2,76,172.1,115.2,249.3
73,36.4024,272.5,86.5,6,2,12,171.3,114.0,250.7
73,36.4024,280.5,86.5,6,2,12,164.0,116.3,252.0
73,36.4024,288.5,86.5,6,2,12,171.8,114.1,250.8
73,36.4024,258.5,117.5,2,8,16,175.1,114.3,254.2
73,36.4024,278.5,119.5,2,4,8,170.5,116.0,249.5
73,36.4024,278.87,137.0,4,10,23,170.2,116.0,247.6
73,36.4024,248.5,137.5,2,4,8,154.5,120.5,249.5
73,36.4024,255.71,180.57,4,2,7,176.0,115.0,247.6
73,36.4024,310.08,217.06,25,28,347,61.8,133.5,76.8
73,36.4024,100.88,205.24,9,6,25,137.8,158.1,192.6
73,36.4024,2.2,205.6,5,3,10,159.0,219.0,208.6
73,36.4024,282.84,208.53,12,10,45,117.5,175.2,159.8
73,36.4024,100.88,211.75,5,7,16,66.2,138.1,96.2
73,36.4024,178.9,211.76,16,7,68,37.0,134.9,59.3
73,36.4024,275.33,211.67,6,7,21,56.7,133.1,95.0
73,36.4024,13.61,211.22,4,5,18,71.9,139.7,108.4
73,36.4024,22.56,211.76,8,6,25,63.6,134.8,112.2
73,36.4024,191.69,211.85,4,6,13,51.8,139.4,76.3
73,36.4024,207.07,212.11,14,9,57,43.0,126.0,67.6
73,36.4024,297.14,212.14,5,6,14,63.2,136.8,94.9
73,36.4024,3.25,212.5,6,5,16,47.6,133.7,85.9
73,36.4024,138.3,211.3,5,4,10,81.3,142.8,118.0
73,36.4024,257.83,216.33,4,2,6,45.0,131.7,29.0
73,36.4024,266.1,216.9,5,3,10,36.8,132.5,44.3
73,36.4024,250.5,218.5,2,4,6,157.2,243.2,146.8
73,36.4024,231.8,220.07,7,5,15,70.9,133.3,59.1
73,36.4024,64.21,222.9,16,8,71,115.7,124.6,104.0
73,36.4024,270.25,220.75,3,5,12,15.9,108.0,11.6
73,36.4024,234.64,227.54,10,5,28,58.2,122.4,74.1
73,36.4024,217.33,227.83,2,4,6,162.3,232.0,124.7
73,36.4024,220.8,227.9,5,4,10,90.3,163.2,96.7
73,36.4024,227.27,227.64,5,4,11,47.4,128.7,49.2
73,36.4024,259.2,228.27,8,3,15,54.3,135.4,55.3
73,36.4024,241.78,228.44,5,2,9,52.6,137.0,69.0
73,36.4024,247.71,228.71,6,2,7,47.0,134.0,55.3
74,36.4358,87.5,86.5,4,2,8,173.0,116.0,250.0
74,36.4358,103.5,86.5,4,2,8,173.8,116.8,250.8
74,36.4358,183.5,86.5,4,2,8,172.0,115.5,246.0
74,36.4358,210.5,86.5,38,2,76,172.1,115.2,249.3
74,36.4358,272.5,86.5,6,2,12,171.3,114.0,250.7
74,36.4358,280.5,86.5,6,2,12,164.0,116.3,252.0
74,36.4358,288.5,86.5,6,2,12,171.8,114.1,250.8
74,36.4358,258.5,121.5,2,8,16,174.6,114.6,254.8
74,36.4358,278.5,129.5,2,4,8,163.5,118.0,248.0
74,36.4358,278.5,139.5,2,8,16,168.0,117.0,247.8
74,36.4358,309.99,207.93,22,16,188,122.8,155.6,177.4
74,36.4358,34.0,205.27,5,4,11,108.5,139.4,173.9
74,36.4358,101.62,204.75,4,3,8,135.2,146.5,199.6
74,36.4358,27.75,209.16,9,10,55,84.1,131.9,136.5
74,36.4358,276.57,208.66,12,10,44,118.0,172.3,158.3
74,36.4358,293.94,206.44,9,4,16,164.8,198.9,207.1
74,36.4358,2.14,206.71,3,3,7,156.3,212.6,221.0
74,36.4358,260.0,206.5,3,2,6,166.7,216.7,223.7
74,36.4358,103.18,210.12,3,8,17,82.1,138.9,130.2
74,36.4358,247.67,210.67,7,8,30,71.1,137.8,105.7
74,36.4358,15.1,210.3,6,7,20,79.0,141.1,128.2
74,36.4358,49.14,208.71,3,3,7,84.4,130.6,143.6
74,36.4358,80.13,210.0,4,6,15,82.7,140.9,119.5
74,36.4358,171.98,211.63,12,7,60,38.0,135.0,60.7
74,36.4358,256.44,211.2,11,7,25,61.4,134.2,88.8
74,36.4358,270.56,214.95,10,15,55,39.3,116.9,46.9
74,36.4358,184.81,211.88,5,6,16,52.6,140.2,77.7
74,36.4358,198.39,210.79,16,5,38,56.9,140.6,94.1
74,36.4358,92.76,212.12,7,5,17,55.2,134.2,84.1
74,36.4358,51.38,212.88,4,4,8,49.5,137.9,80.2
74,36.4358,256.57,216.29,4,3,7,162.3,245.0,141.3
74,36.4358,231.42,218.33,8,6,24,64.5,130.2,50.1
74,36.4358,312.63,224.56,17,13,129,8.8,111.3,5.9
74,36.4358,63.63,222.94,16,8,81,123.6,128.9,109.0
74,36.4358,232.06,227.47,41,6,124,70.2,138.1,71.5
74,36.4358,212.38,227.38,3,5,8,57.1,127.6,50.5
74,36.4358,163.29,226.86,6,2,7,46.9,143.9,46.9
74,36.4358,259.71,228.05,8,4,21,59.4,127.0,62.0
74,36.4358,267.89,227.67,5,4,9,40.2,136.3,46.0
75,36.4691,87.5,86.5,4,2,8,173.0,116.0,250.0
75,36.4691,103.5,86.5,4,2,8,173.8,116.8,250.8
75,36.4691,183.5,86.5,4,2,8,172.0,115.5,246.0
75,36.4691,210.5,86.5,38,2,76,172.1,115.2,249.3
75,36.4691,273.5,86.5,4,2,8,171.2,114.2,254.1
75,36.4691,280.5,86.5,6,2,12,164.0,116.3,252.0
75,36.4691,288.5,86.5,6,2,12,171.8,114.1,250.8
75,36.4691,258.5,134.5,2,10,20,175.1,114.5,251.2
75,36.4691,277.3,135.3,4,8,20,173.2,115.2,250.4
75,36.4691,278.5,141.5,2,4,8,173.0,115.0,247.0
75,36.4691,250.5,155.5,2,4,8,162.5,118.0,255.0
75,36.4691,274.5,156.0,2,3,6,178.8,120.2,255.0
75,36.4691,278.67,157.83,2,4,6,173.8,116.2,252.2
75,36.4691,155.5,184.5,4,2,8,171.4,114.4,253.4
75,36.4691,166.49,188.64,24,11,141,145.6,122.5,152.9
75,36.4691,155.92,189.25,5,4,12,144.0,118.2,166.1
75,36.4691,52.26,192.53,10,2,19,152.7,145.4,213.6
75,36.4691,125.09,193.59,26,4,54,153.6,148.5,209.3
75,36.4691,147.76,192.53,9,2,17,153.4,145.4,209.4
75,36.4691,193.6,192.6,9,2,15,154.0,145.4,211.2
75,36.4691,203.27,192.87,8,4,15,151.6,146.0,209.5
75,36.4691,276.5,193.0,6,1,6,153.0,145.0,211.0
75,36.4691,230.5,194.0,14,1,14,144.0,150.0,201.0
75,36.4691,265.71,194.86,6,2,7,142.0,151.0,199.3
75,36.4691,311.5,194.5,16,2,32,145.0,149.2,199.4
75,36.4691,227.75,210.93,43,22,378,113.7,159.1,156.6
75,36.4691,303.1,211.17,38,14,299,126.8,155.3,184.1
75,36.4691,93.76,210.12,5,8,17,115.5,144.6,174.4
75,36.4691,203.07,212.15,11,11,61,88.2,137.7,123.5
75,36.4691,18.54,212.58,10,10,57,78.9,132.0,133.7
75,36.4691,195.07,208.43,8,2,14,155.2,174.6,187.5
75,36.4691,267.27,211.81,26,10,97,113.6,163.3,156.1
75,36.4691,69.33,214.29,6,7,24,70.7,136.1,104.3
75,36.4691,161.77,214.69,12,7,65,38.6,134.5,62.0
75,36.4691,194.04,214.96,8,7,23,48.9,128.3,70.1
75,36.4691,6.38,215.08,6,6,24,58.1,130.9,105.4
75,36.4691,185.43,214.29,7,6,21,42.7,130.7,71.9
75,36.4691,83.69,215.44,5,5,16,55.1,133.1,83.8
75,36.4691,174.71,215.64,4,4,14,49.7,138.0,64.1
75,36.4691,41.0,216.29,3,3,7,39.4,131.7,66.3
75,36.4691,235.0,216.14,3,3,7,46.4,136.1,52.6
75,36.4691,280.5,216.0,2,3,6,60.0,142.7,90.3
75,36.4691,275.22,222.1,13,12,58,18.9,104.4,16.0
75,36.4691,64.11,223.54,16,8,79,120.3,119.1,98.4
75,36.4691,317.19,225.72,6,8,32,10.7,109.6,12.0
75,36.4691,271.29,226.14,3,3,7,77.1,150.7,73.7
75,36.4691,312.33,227.78,4,4,9,13.4,133.4,8.6
75,36.4691,235.25,227.88,5,3,8,40.2,131.6,73.8
75,36.4691,224.5,228.67,4,2,6,54.3,124.3,43.3
76,36.5025,87.5,86.5,4,2,8,173.0,116.0,250.0
76,36.5025,103.5,86.5,4,2,8,173.8,116.8,250.8
76,36.5025,183.5,86.5,4,2,8,172.0,115.5,246.0
76,36.5025,210.5,86.5,38,2,76,172.1,115.2,249.3
76,36.5025,273.5,86.5,4,2,8,171.2,114.2,254.1
76,36.5025,280.5,86.5,6,2,12,164.0,116.3,252.0
76,36.5025,288.5,86.5,6,2,12,171.8,114.1,250.8
76,36.5025,256.0,139.73,4,4,11,179.5,119.5,252.6
76,36.5025,166.77,187.73,18,8,111,143.5,115.5,138.9
76,36.5025,176.0,184.83,3,3,6,181.8,136.3,248.7
76,36.5025,155.62,189.25,4,4,8,146.6,104.5,183.0
76,36.5025,164.12,196.29,15,3,24,144.8,149.4,204.8
76,36.5025,179.0,195.0,11,1,11,156.0,145.0,212.0
76,36.5025,262.71,196.86,6,2,7,146.7,149.6,206.1
76,36.5025,312.5,196.5,14,2,28,145.9,149.7,203.4
76,36.5025,221.52,212.79,38,21,378,117.8,156.3,157.9
76,36.5025,21.21,213.77,27,12,150,88.1,134.9,146.5
76,36.5025,83.37,210.42,7,5,19,148.6,165.1,204.2
76,36.5025,191.0,210.0,7,1,7,150.7,177.1,188.6
76,36.5025,197.36,214.82,12,10,56,79.2,132.8,114.8
76,36.5025,75.27,217.31,7,6,26,50.8,136.8,84.5
76,36.5025,155.07,216.91,13,6,57,37.4,133.4,60.5
76,36.5025,179.43,216.22,8,6,23,48.1,132.4,77.5
76,36.5025,187.52,217.13,8,6,23,51.8,130.9,72.5
76,36.5025,251.92,215.83,5,5,12,66.9,140.5,92.2
76,36.5025,273.73,215.73,5,4,11,90.5,137.5,144.5
76,36.5025,167.81,217.56,5,5,16,53.2,140.1,75.1
76,36.5025,257.7,215.2,8,2,10,69.1,133.9,131.1
76,36.5025,108.43,217.64,5,4,14,76.8,133.6,113.6
76,36.5025,283.3,217.9,4,4,10,50.9,137.4,84.1
76,36.5025,34.25,218.38,4,3,8,47.2,137.1,77.1
76,36.5025,64.16,223.32,16,13,98,110.4,120.7,92.1
