frame,time,cx,cy,w,h,area,mean_r,mean_g,mean_b
1,34.0,87.5,86.5,4,2,8,173.0,116.0,250.0
1,34.0,103.5,86.5,4,2,8,173.8,116.8,250.8
1,34.0,183.5,86.5,4,2,8,172.0,115.5,246.0
1,34.0,210.5,86.5,38,2,76,172.1,115.2,249.3
1,34.0,273.5,86.5,4,2,8,171.1,114.1,254.1
1,34.0,280.5,86.5,6,2,12,164.0,116.3,252.0
1,34.0,288.5,86.5,6,2,12,171.8,114.1,250.1
1,34.0,80.5,104.5,6,2,12,171.1,117.8,250.9
1,34.0,51.0,107.18,4,4,11,172.1,115.5,246.4
1,34.0,32.5,133.5,2,4,8,166.0,117.5,246.0
1,34.0,92.0,168.5,4,12,32,173.7,116.5,245.6
1,34.0,81.73,170.58,14,6,59,173.0,115.9,245.0
1,34.0,195.5,200.5,4,2,8,174.9,115.4,249.9
1,34.0,190.77,220.81,7,6,31,126.9,161.1,155.0
1,34.0,316.53,225.63,8,8,38,79.4,129.0,126.8
1,34.0,14.62,227.46,7,6,24,62.1,130.7,114.5
1,34.0,304.67,226.53,11,6,49,93.9,134.9,137.6
1,34.0,7.62,226.56,6,5,16,66.1,139.9,134.1
1,34.0,97.17,228.0,3,3,6,27.5,129.5,50.8
1,34.0,71.17,228.83,5,2,6,58.3,129.5,111.2
2,34.0334,87.5,86.5,4,2,8,173.0,116.0,250.0
2,34.0334,103.5,86.5,4,2,8,173.8,116.8,250.8
2,34.0334,183.5,86.5,4,2,8,172.0,115.5,246.0
2,34.0334,210.5,86.5,38,2,76,172.1,115.2,249.3
2,34.0334,273.5,86.5,4,2,8,171.1,114.1,254.1
2,34.0334,280.5,86.5,6,2,12,164.0,116.3,252.0
2,34.0334,288.5,86.5,6,2,12,171.8,114.1,250.1
2,34.0334,41.17,97.17,4,4,12,172.0,115.0,248.7
2,34.0334,106.81,116.68,6,6,31,172.6,116.9,245.5
2,34.0334,18.32,124.32,6,10,44,171.7,115.2,248.7
2,34.0334,84.0,162.5,4,12,32,173.5,116.6,245.6
2,34.0334,73.53,165.1,14,6,62,173.1,116.0,245.0
2,34.0334,195.5,200.5,4,2,8,174.9,115.4,249.9
2,34.0334,0.5,208.0,2,3,6,151.3,149.0,206.0
2,34.0334,192.51,219.8,7,8,35,129.9,154.5,155.9
2,34.0334,316.0,225.67,9,8,45,76.8,130.0,123.7
2,34.0334,10.55,226.78,13,6,40,67.3,132.8,129.8
2,34.0334,303.98,226.56,11,6,45,91.0,133.5,132.2
2,34.0334,171.93,227.71,6,4,14,9.6,114.4,27.7
2,34.0334,69.86,228.71,5,2,7,62.9,132.3,119.7
3,34.0667,87.5,86.5,4,2,8,173.0,116.0,250.0
3,34.0667,103.5,86.5,4,2,8,173.8,116.8,250.8
3,34.0667,183.5,86.5,4,2,8,172.0,115.5,246.0
3,34.0667,210.5,86.5,38,2,76,172.1,115.2,249.3
3,34.0667,273.5,86.5,4,2,8,171.1,114.1,254.1
3,34.0667,280.5,86.5,6,2,12,164.0,116.3,252.0
3,34.0667,288.5,86.5,6,2,12,171.8,114.1,250.1
3,34.0667,94.83,99.83,6,6,24,173.2,116.9,246.8
3,34.0667,17.5,141.5,4,8,24,170.8,115.5,248.4
3,34.0667,71.67,145.11,4,3,9,174.3,118.0,245.0
3,34.0667,58.62,153.21,16,6,68,173.0,116.0,245.0
3,34.0667,70.0,152.5,4,6,16,173.1,116.1,245.1
3,34.0667,83.7,164.9,4,6,20,173.4,115.8,245.1
3,34.0667,195.5,200.5,4,2,8,174.9,115.4,249.9
3,34.0667,0.5,208.0,2,3,6,151.3,149.0,206.0
3,34.0667,195.52,218.83,9,8,54,139.2,146.6,173.2
3,34.0667,160.47,225.94,21,8,87,18.7,120.6,30.3
3,34.0667,315.56,225.67,9,8,48,80.3,130.2,129.3
3,34.0667,179.32,225.0,8,5,19,14.1,130.1,35.9
3,34.0667,10.19,226.95,12,6,42,67.4,134.1,129.5
3,34.0667,173.78,225.11,4,4,9,13.0,134.2,52.2
3,34.0667,303.2,226.89,11,6,45,85.7,131.8,129.0
3,34.0667,185.0,227.5,7,5,20,6.0,113.8,10.7
3,34.0667,201.66,227.44,27,5,90,57.7,121.9,118.8
3,34.0667,68.88,228.62,5,2,8,62.5,135.9,109.6
3,34.0667,92.33,228.83,5,2,6,8.5,117.3,3.7
4,34.1001,87.5,86.5,4,2,8,173.0,116.0,250.0
4,34.1001,103.5,86.5,4,2,8,173.8,116.8,250.8
4,34.1001,183.5,86.5,4,2,8,172.0,115.5,246.0
4,34.1001,210.5,86.5,38,2,76,172.1,115.2,249.3
4,34.1001,273.5,86.5,4,2,8,171.1,114.1,254.1
4,34.1001,280.5,86.5,6,2,12,164.0,116.3,252.0
4,34.1001,288.5,86.5,6,2,12,171.8,114.1,250.1
4,34.1001,83.7,164.9,4,6,20,173.4,115.8,245.1
4,34.1001,195.5,200.5,4,2,8,174.9,115.4,249.9
4,34.1001,0.5,208.0,2,3,6,151.3,149.0,206.0
4,34.1001,197.37,218.31,9,8,49,125.2,148.9,160.5
4,34.1001,223.0,222.0,7,1,7,156.3,174.0,208.3
4,34.1001,314.41,225.68,11,8,56,79.1,128.4,134.3
4,34.1001,37.11,226.0,4,5,9,116.7,166.1,165.7
4,34.1001,170.89,227.17,6,6,18,5.6,110.9,24.9
4,34.1001,198.54,227.3,38,6,127,48.0,118.8,98.4
4,34.1001,296.91,225.73,4,5,11,132.5,158.7,182.0
4,34.1001,302.15,227.0,8,6,33,76.8,127.5,116.9
4,34.1001,3.88,226.5,5,5,16,66.4,139.2,134.8
4,34.1001,9.56,227.72,6,5,18,61.3,122.2,126.6
4,34.1001,175.5,226.0,4,3,6,0.0,132.0,26.5
4,34.1001,267.86,226.71,3,3,7,74.7,127.0,163.9
4,34.1001,179.17,227.83,3,3,6,0.0,132.0,3.8
5,34.1335,87.5,86.5,4,2,8,173.0,116.0,250.0
5,34.1335,103.5,86.5,4,2,8,173.8,116.8,250.8
5,34.1335,183.5,86.5,4,2,8,172.0,115.5,246.0
5,34.1335,210.5,86.5,38,2,76,172.1,115.2,249.3
5,34.1335,273.5,86.5,4,2,8,171.1,114.1,254.1
5,34.1335,280.5,86.5,6,2,12,164.0,116.3,252.0
5,34.1335,288.5,86.5,6,2,12,171.8,114.1,250.1
5,34.1335,83.7,164.9,4,6,20,173.4,115.8,245.1
5,34.1335,195.5,200.5,4,2,8,174.9,115.4,249.9
5,34.1335,2.79,207.71,8,3,14,151.0,148.1,207.6
5,34.1335,199.79,217.46,13,6,48,120.3,151.8,147.4
5,34.1335,165.5,221.5,4,2,6,10.8,136.0,69.5
5,34.1335,314.11,225.7,11,8,56,79.2,129.0,134.4
5,34.1335,7.49,226.95,12,6,39,66.3,131.7,128.2
5,34.1335,37.11,226.0,4,5,9,116.7,166.1,165.7
5,34.1335,301.19,227.07,11,6,42,84.5,131.0,127.5
5,34.1335,94.33,226.0,4,3,6,84.7,146.8,156.8
5,34.1335,73.7,228.2,4,3,10,16.1,123.8,56.0
6,34.1668,87.5,86.5,4,2,8,173.0,116.0,250.0
6,34.1668,103.5,86.5,4,2,8,173.8,116.8,250.8
6,34.1668,183.5,86.5,4,2,8,172.0,115.5,246.0
6,34.1668,210.5,86.5,38,2,76,172.1,115.2,249.3
6,34.1668,273.5,86.5,4,2,8,171.1,114.1,254.1
6,34.1668,280.5,86.5,6,2,12,164.0,116.3,252.0
6,34.1668,288.5,86.5,6,2,12,171.8,114.1,250.1
6,34.1668,83.7,164.9,4,6,20,173.4,115.8,245.1
6,34.1668,195.5,200.5,4,2,8,174.9,115.4,249.9
6,34.1668,203.55,215.81,12,9,73,128.7,148.0,171.9
6,34.1668,146.73,222.0,4,5,11,29.5,134.5,67.7
6,34.1668,176.75,222.5,3,4,8,7.8,119.9,25.9
6,34.1668,313.58,225.67,13,9,69,81.6,129.9,134.6
6,34.1668,184.13,226.33,16,8,69,13.0,119.8,16.2
6,34.1668,220.62,222.12,7,2,8,154.9,175.0,208.8
6,34.1668,168.23,226.64,6,7,22,5.1,123.2,21.3
6,34.1668,294.91,225.73,4,5,11,132.7,158.9,182.2
6,34.1668,300.15,227.0,8,6,33,77.1,127.4,116.6
6,34.1668,5.0,227.08,11,5,38,73.1,131.8,138.4
6,34.1668,196.44,227.62,5,4,16,24.6,109.9,40.1
6,34.1668,265.86,226.71,3,3,7,74.7,127.0,163.9
6,34.1668,74.45,228.55,6,2,11,15.4,117.5,34.2
7,34.2002,87.5,86.5,4,2,8,173.0,116.0,250.0
7,34.2002,103.5,86.5,4,2,8,173.8,116.8,250.8
7,34.2002,183.5,86.5,4,2,8,172.0,115.5,246.0
7,34.2002,210.5,86.5,38,2,76,172.1,115.2,249.3
7,34.2002,273.5,86.5,4,2,8,171.1,114.1,254.1
7,34.2002,280.5,86.5,6,2,12,164.0,116.3,252.0
7,34.2002,288.5,86.5,6,2,12,171.8,114.1,250.1
7,34.2002,83.7,164.9,4,6,20,173.4,115.8,245.1
7,34.2002,195.5,200.5,4,2,8,174.9,115.4,249.9
7,34.2002,3.17,207.5,8,2,12,150.7,147.7,208.0
7,34.2002,313.18,225.68,14,9,78,83.7,130.4,135.3
7,34.2002,297.98,226.95,10,6,40,87.5,132.9,129.9
7,34.2002,4.22,227.3,10,5,37,69.4,132.3,132.2
7,34.2002,159.44,228.0,4,4,9,71.0,128.3,126.9
7,34.2002,264.83,226.83,3,3,6,72.3,122.8,159.3
7,34.2002,65.09,228.0,5,3,11,37.5,128.2,43.2
8,34.2336,87.5,86.5,4,2,8,173.0,116.0,250.0
8,34.2336,103.5,86.5,4,2,8,173.8,116.8,250.8
8,34.2336,183.5,86.5,4,2,8,172.0,115.5,246.0
8,34.2336,210.5,86.5,38,2,76,172.1,115.2,249.3
8,34.2336,273.5,86.5,4,2,8,171.1,114.1,254.1
8,34.2336,280.5,86.5,6,2,12,164.0,116.3,252.0
8,34.2336,288.5,86.5,6,2,12,171.8,114.1,250.1
8,34.2336,83.7,164.9,4,6,20,173.4,115.8,245.1
8,34.2336,195.5,200.5,4,2,8,174.9,115.4,249.9
8,34.2336,15.25,207.88,32,3,57,149.0,148.3,206.8
8,34.2336,141.33,207.33,7,2,9,150.8,147.1,207.9
8,34.2336,312.54,225.55,15,9,83,85.2,129.5,136.3
8,34.2336,157.62,227.0,5,6,16,93.6,147.0,151.5
8,34.2336,296.72,226.57,11,6,47,94.9,136.5,136.1
8,34.2336,3.84,227.28,9,5,32,73.9,129.6,138.3
8,34.2336,187.28,227.61,40,5,127,66.6,112.2,138.3
8,34.2336,263.86,226.71,3,3,7,74.7,127.0,163.9
9,34.2669,87.5,86.5,4,2,8,173.0,116.0,250.0
9,34.2669,103.5,86.5,4,2,8,173.8,116.8,250.8
9,34.2669,183.5,86.5,4,2,8,172.0,115.5,246.0
9,34.2669,210.5,86.5,38,2,76,172.1,115.2,249.3
9,34.2669,273.5,86.5,4,2,8,171.1,114.1,254.1
9,34.2669,280.5,86.5,6,2,12,164.0,116.3,252.0
9,34.2669,288.5,86.5,6,2,12,171.8,114.1,250.1
9,34.2669,83.7,164.9,4,6,20,173.4,115.8,245.1
9,34.2669,195.5,200.5,4,2,8,174.9,115.4,249.9
9,34.2669,312.25,225.56,16,9,89,87.1,130.6,137.9
9,34.2669,295.87,226.4,12,6,52,98.9,139.1,140.1
9,34.2669,3.61,227.32,8,5,28,72.8,129.9,149.5
9,34.2669,55.17,226.0,3,3,6,104.7,143.0,144.3
9,34.2669,187.59,227.48,36,5,126,65.7,112.3,144.0
9,34.2669,210.94,227.34,11,5,35,53.0,120.9,104.9
9,34.2669,157.67,228.22,4,3,9,72.7,130.3,128.1
9,34.2669,230.0,228.0,3,3,9,54.9,132.7,81.9
10,34.3003,87.5,86.5,4,2,8,173.0,116.0,250.0
10,34.3003,103.5,86.5,4,2,8,173.8,116.8,250.8
10,34.3003,183.5,86.5,4,2,8,172.0,115.5,246.0
10,34.3003,210.5,86.5,38,2,76,172.1,115.2,249.3
10,34.3003,273.5,86.5,4,2,8,171.1,114.1,254.1
10,34.3003,280.5,86.5,6,2,12,164.0,116.3,252.0
10,34.3003,288.5,86.5,6,2,12,171.8,114.1,250.1
10,34.3003,83.7,164.9,4,6,20,173.4,115.8,245.1
10,34.3003,153.5,196.5,8,2,16,178.2,113.8,248.2
10,34.3003,195.5,200.5,4,2,8,174.9,115.4,249.9
10,34.3003,311.61,225.59,17,9,90,83.1,129.9,140.7
10,34.3003,6.47,226.28,15,8,57,13.0,117.0,24.7
10,34.3003,295.73,226.93,8,6,30,64.0,129.3,119.7
10,34.3003,48.27,226.55,4,5,11,84.0,135.7,121.9
10,34.3003,92.55,227.6,8,4,20,92.2,133.8,161.7
10,34.3003,156.44,228.0,4,4,9,70.3,126.4,124.7
10,34.3003,261.86,226.71,3,3,7,74.7,127.0,163.9
10,34.3003,61.4,228.4,5,3,10,60.5,136.3,101.6
10,34.3003,78.44,228.33,4,3,9,47.6,133.1,102.2
11,34.3337,87.5,86.5,4,2,8,173.0,116.0,250.0
11,34.3337,103.5,86.5,4,2,8,173.8,116.8,250.8
11,34.3337,183.5,86.5,4,2,8,172.0,115.5,246.0
11,34.3337,210.5,86.5,38,2,76,172.1,115.2,249.3
11,34.3337,273.5,86.5,4,2,8,171.1,114.1,254.1
11,34.3337,280.5,86.5,6,2,12,164.0,116.3,252.0
11,34.3337,288.5,86.5,6,2,12,171.8,114.1,250.1
11,34.3337,83.7,164.9,4,6,20,173.4,115.8,245.1
11,34.3337,139.17,194.93,10,8,54,172.5,115.9,245.5
11,34.3337,216.9,198.4,6,2,10,167.0,117.2,249.4
11,34.3337,195.5,200.5,4,2,8,174.9,115.4,249.9
11,34.3337,222.77,208.65,20,15,179,148.2,150.6,172.6
11,34.3337,207.0,207.0,15,4,20,152.2,146.2,209.4
11,34.3337,310.76,225.5,19,9,102,81.0,130.7,143.4
11,34.3337,293.17,227.07,11,6,42,82.4,130.2,129.5
11,34.3337,154.44,228.0,4,4,9,70.3,126.4,124.7
11,34.3337,163.1,227.8,3,4,10,77.1,129.7,167.5
11,34.3337,259.86,226.71,3,3,7,74.7,127.0,163.9
11,34.3337,145.3,227.9,6,3,10,63.1,134.5,104.4
12,34.367,87.5,86.5,4,2,8,173.0,116.0,250.0
12,34.367,103.5,86.5,4,2,8,173.8,116.8,250.8
12,34.367,183.5,86.5,4,2,8,172.0,115.5,246.0
12,34.367,210.5,86.5,38,2,76,172.1,115.2,249.3
12,34.367,273.5,86.5,4,2,8,171.1,114.1,254.1
12,34.367,280.5,86.5,6,2,12,164.0,116.3,252.0
12,34.367,295.08,87.65,14,4,49,176.9,116.9,246.0
12,34.367,83.7,164.9,4,6,20,173.4,115.8,245.1
12,34.367,218.5,196.5,6,2,12,169.3,116.3,249.0
12,34.367,195.5,200.5,4,2,8,174.9,115.4,249.9
12,34.367,206.17,206.83,15,2,18,153.4,146.0,210.6
12,34.367,310.68,225.35,20,10,118,82.5,131.7,144.4
12,34.367,1.65,226.94,4,6,17,16.3,115.7,35.1
12,34.367,269.04,227.11,12,5,47,92.0,127.8,170.3
12,34.367,292.33,227.25,10,5,36,77.5,127.9,124.0
12,34.367,144.36,227.73,6,4,11,67.5,134.3,102.9
12,34.367,153.44,228.0,4,4,9,70.6,126.7,124.9
12,34.367,162.22,227.89,3,4,9,76.4,127.1,175.7
13,34.4004,87.5,86.5,4,2,8,173.0,116.0,250.0
13,34.4004,103.5,86.5,4,2,8,173.8,116.8,250.8
13,34.4004,183.5,86.5,4,2,8,172.0,115.5,246.0
13,34.4004,210.5,86.5,38,2,76,172.1,115.2,249.3
13,34.4004,273.5,86.5,4,2,8,171.1,114.1,254.1
13,34.4004,280.5,86.5,6,2,12,164.0,116.3,252.0
13,34.4004,288.5,86.5,6,2,12,171.8,114.1,250.1
13,34.4004,83.7,164.9,4,6,20,173.4,115.8,245.1
13,34.4004,150.5,188.5,10,2,20,172.8,115.5,251.3
13,34.4004,229.1,194.5,16,6,40,172.1,116.3,245.9
13,34.4004,195.5,200.5,4,2,8,174.9,115.4,249.9
13,34.4004,310.35,225.26,21,10,124,83.1,132.0,139.1
13,34.4004,291.17,227.07,11,6,42,82.4,130.2,129.5
13,34.4004,1.18,227.55,3,5,11,46.5,142.5,92.0
13,34.4004,151.67,227.2,5,5,15,89.6,142.9,148.2
13,34.4004,143.17,227.75,6,4,12,64.9,135.0,102.5
13,34.4004,160.67,227.83,5,4,12,80.9,133.4,164.4
14,34.4338,87.5,86.5,4,2,8,173.0,116.0,250.0
14,34.4338,103.5,86.5,4,2,8,173.8,116.8,250.8
14,34.4338,183.5,86.5,4,2,8,172.0,115.5,246.0
14,34.4338,210.5,86.5,38,2,76,172.1,115.2,249.3
14,34.4338,273.5,86.5,4,2,8,171.1,114.1,254.1
14,34.4338,280.5,86.5,6,2,12,164.0,116.3,252.0
14,34.4338,288.5,86.5,6,2,12,171.8,114.1,250.1
14,34.4338,83.7,164.9,4,6,20,173.4,115.8,245.1
14,34.4338,148.5,186.5,10,2,20,172.7,114.9,252.3
14,34.4338,225.33,192.72,8,4,18,170.4,116.3,248.4
14,34.4338,195.5,200.5,4,2,8,174.9,115.4,249.9
14,34.4338,247.5,207.5,4,2,6,148.5,147.5,201.5
14,34.4338,309.82,225.26,22,10,133,82.9,132.5,143.1
14,34.4338,0.62,227.38,2,5,8,45.5,144.6,92.0
14,34.4338,290.33,227.25,10,5,36,77.5,127.9,124.0
14,34.4338,151.44,228.0,4,4,9,70.6,126.7,124.9
14,34.4338,160.22,227.89,3,4,9,76.4,127.1,175.7
14,34.4338,142.3,227.9,6,3,10,61.2,135.5,101.1
15,34.4671,87.5,86.5,4,2,8,173.0,116.0,250.0
15,34.4671,103.5,86.5,4,2,8,173.8,116.8,250.8
15,34.4671,183.5,86.5,4,2,8,172.0,115.5,246.0
15,34.4671,210.5,86.5,38,2,76,172.1,115.2,249.3
15,34.4671,273.5,86.5,4,2,8,171.1,114.1,254.1
15,34.4671,280.5,86.5,6,2,12,164.0,116.3,252.0
15,34.4671,288.5,86.5,6,2,12,171.8,114.1,250.1
15,34.4671,83.7,164.9,4,6,20,173.4,115.8,245.1
15,34.4671,228.5,193.5,2,4,8,172.4,117.4,247.4
15,34.4671,195.5,200.5,4,2,8,174.9,115.4,249.9
15,34.4671,216.24,207.33,31,4,51,151.8,147.1,207.2
15,34.4671,309.03,225.29,24,10,151,84.8,132.6,137.6
15,34.4671,238.69,227.06,5,5,16,20.4,127.8,28.2
15,34.4671,288.61,227.13,11,5,38,84.1,133.2,128.7
15,34.4671,71.67,227.83,5,4,12,52.9,133.4,108.6
15,34.4671,86.27,227.6,6,4,15,90.9,131.3,161.5
15,34.4671,149.81,227.38,7,4,16,77.8,135.5,135.9
15,34.4671,140.62,227.88,5,3,8,60.6,131.4,101.6
16,34.5005,87.5,86.5,4,2,8,173.0,116.0,250.0
16,34.5005,103.5,86.5,4,2,8,173.8,116.8,250.8
16,34.5005,183.5,86.5,4,2,8,172.0,115.5,246.0
16,34.5005,210.5,86.5,38,2,76,172.1,115.2,249.3
16,34.5005,273.5,86.5,4,2,8,171.1,114.1,254.1
16,34.5005,280.5,86.5,6,2,12,164.0,116.3,252.0
16,34.5005,288.5,86.5,6,2,12,171.8,114.1,250.1
16,34.5005,83.7,164.9,4,6,20,173.4,115.8,245.1
16,34.5005,159.83,200.67,4,2,6,166.3,116.7,249.8
16,34.5005,195.5,200.5,4,2,8,174.9,115.4,249.9
16,34.5005,308.57,225.33,25,10,150,80.5,132.0,136.9
16,34.5005,272.61,227.93,13,5,28,76.6,134.5,128.1
16,34.5005,288.14,227.06,9,5,35,81.3,131.5,124.9
16,34.5005,70.62,227.77,5,4,13,55.7,136.2,112.3
16,34.5005,148.65,227.35,7,4,17,78.1,135.1,135.6
16,34.5005,139.09,227.91,6,3,11,66.8,137.1,107.5
17,34.5339,87.5,86.5,4,2,8,173.0,116.0,250.0
17,34.5339,103.5,86.5,4,2,8,173.8,116.8,250.8
17,34.5339,183.5,86.5,4,2,8,172.0,115.5,246.0
17,34.5339,210.5,86.5,38,2,76,172.1,115.2,249.3
17,34.5339,273.5,86.5,4,2,8,171.1,114.1,254.1
17,34.5339,280.5,86.5,6,2,12,164.0,116.3,252.0
17,34.5339,288.5,86.5,6,2,12,171.8,114.1,250.1
17,34.5339,170.16,156.64,6,7,25,171.4,115.9,249.5
17,34.5339,83.7,164.9,4,6,20,173.4,115.8,245.1
17,34.5339,158.33,197.27,6,4,15,167.5,119.3,247.9
17,34.5339,262.5,197.5,2,4,8,176.8,113.8,247.8
17,34.5339,2.5,208.17,6,3,12,149.2,149.8,204.5
17,34.5339,256.23,224.34,40,12,250,98.8,154.2,127.0
17,34.5339,307.89,225.29,27,10,167,82.5,133.6,138.8
17,34.5339,285.29,227.26,12,5,42,79.5,135.8,119.6
17,34.5339,83.27,227.6,6,4,15,91.0,131.2,160.5
17,34.5339,146.65,227.35,7,4,17,78.1,135.1,135.6
17,34.5339,68.55,228.0,5,3,11,49.3,132.7,103.8
17,34.5339,137.3,227.9,6,3,10,63.1,134.5,104.4
18,34.5672,87.5,86.5,4,2,8,173.0,116.0,250.0
18,34.5672,103.5,86.5,4,2,8,173.8,116.8,250.8
18,34.5672,183.5,86.5,4,2,8,172.0,115.5,246.0
18,34.5672,210.5,86.5,38,2,76,172.1,115.2,249.3
18,34.5672,273.5,86.5,4,2,8,171.1,114.1,254.1
18,34.5672,280.5,86.5,6,2,12,164.0,116.3,252.0
18,34.5672,288.5,86.5,6,2,12,171.8,114.1,250.1
18,34.5672,203.2,147.0,8,12,80,175.2,114.5,249.9
18,34.5672,170.5,157.5,2,8,16,172.9,115.7,247.4
18,34.5672,180.16,156.64,6,7,25,171.4,116.1,249.0
18,34.5672,83.7,164.9,4,6,20,173.4,115.8,245.1
18,34.5672,151.5,184.5,4,2,8,171.9,117.9,247.9
18,34.5672,155.56,196.67,4,3,9,170.0,119.7,248.1
18,34.5672,1.17,208.33,4,2,6,147.3,150.0,202.7
18,34.5672,306.2,225.18,31,10,193,89.9,138.6,147.3
18,34.5672,250.5,225.0,4,3,8,24.0,127.6,79.2
18,34.5672,87.15,227.27,7,5,26,83.8,128.1,163.1
18,34.5672,282.5,227.0,12,5,32,82.0,137.7,101.4
18,34.5672,65.67,227.83,5,4,12,52.9,133.4,108.6
18,34.5672,80.0,227.6,5,4,15,90.5,132.1,159.7
18,34.5672,143.62,227.12,8,4,16,82.4,140.8,140.8
18,34.5672,270.64,227.95,8,4,22,30.0,129.5,37.2
18,34.5672,134.08,227.67,7,3,12,73.8,140.9,119.8
19,34.6006,87.5,86.5,4,2,8,173.0,116.0,250.0
19,34.6006,103.5,86.5,4,2,8,173.8,116.8,250.8
19,34.6006,183.5,86.5,4,2,8,172.0,115.5,246.0
19,34.6006,210.5,86.5,38,2,76,172.1,115.2,249.3
19,34.6006,273.5,86.5,4,2,8,171.1,114.1,254.1
19,34.6006,280.5,86.5,6,2,12,164.0,116.3,252.0
19,34.6006,288.5,86.5,6,2,12,171.8,114.1,250.1
19,34.6006,193.7,156.73,8,7,30,171.8,116.0,248.5
19,34.6006,83.7,164.9,4,6,20,173.4,115.8,245.1
19,34.6006,129.5,166.5,4,2,8,169.0,117.0,245.0
19,34.6006,266.5,178.5,6,2,12,172.0,116.0,245.0
19,34.6006,271.43,188.57,4,2,7,172.6,116.6,245.6
19,34.6006,300.58,225.21,44,10,251,85.6,135.0,132.9
19,34.6006,38.38,225.62,4,4,8,121.2,151.8,166.8
19,34.6006,139.32,227.16,8,5,19,83.5,140.2,140.3
19,34.6006,75.77,227.85,5,4,13,89.9,130.9,158.8
19,34.6006,129.8,228.0,5,3,10,62.4,136.5,99.2
20,34.634,87.5,86.5,4,2,8,173.0,116.0,250.0
20,34.634,103.5,86.5,4,2,8,173.8,116.8,250.8
20,34.634,183.5,86.5,4,2,8,172.0,115.5,246.0
20,34.634,210.5,86.5,38,2,76,172.1,115.2,249.3
20,34.634,273.5,86.5,4,2,8,171.1,114.1,254.1
20,34.634,280.5,86.5,6,2,12,164.0,116.3,252.0
20,34.634,288.5,86.5,6,2,12,171.8,114.1,250.1
20,34.634,193.7,156.73,8,7,30,171.8,116.0,248.5
20,34.634,83.7,164.9,4,6,20,173.4,115.8,245.1
20,34.634,126.5,164.5,6,2,12,168.8,117.2,245.2
20,34.634,304.7,206.57,30,3,63,150.8,146.6,209.5
20,34.634,301.2,224.91,44,12,229,88.8,137.1,132.4
20,34.634,255.26,223.65,6,6,23,50.1,130.7,102.3
20,34.634,266.46,226.58,17,8,67,14.8,121.7,31.3
20,34.634,59.69,227.19,7,6,16,56.0,137.1,117.1
20,34.634,136.44,227.28,8,4,18,79.1,135.8,136.7
20,34.634,127.29,228.0,4,3,7,62.6,134.7,100.6
21,34.6673,87.5,86.5,4,2,8,173.0,116.0,250.0
21,34.6673,103.5,86.5,4,2,8,173.8,116.8,250.8
21,34.6673,183.5,86.5,4,2,8,172.0,115.5,246.0
21,34.6673,210.5,86.5,38,2,76,172.1,115.2,249.3
21,34.6673,273.5,86.5,4,2,8,171.1,114.1,254.1
21,34.6673,280.5,86.5,6,2,12,164.0,116.3,252.0
21,34.6673,288.5,86.5,6,2,12,171.8,114.1,250.1
21,34.6673,193.7,156.73,8,7,30,171.8,116.0,248.5
21,34.6673,83.7,164.9,4,6,20,173.4,115.8,245.1
21,34.6673,250.29,196.9,8,8,31,172.0,115.3,249.5
21,34.6673,131.0,227.19,7,5,16,81.9,139.7,138.8
21,34.6673,53.62,228.38,5,2,8,38.8,129.5,91.2
22,34.7007,87.5,86.5,4,2,8,173.0,116.0,250.0
22,34.7007,103.5,86.5,4,2,8,173.8,116.8,250.8
22,34.7007,183.5,86.5,4,2,8,172.0,115.5,246.0
22,34.7007,210.5,86.5,38,2,76,172.1,115.2,249.3
22,34.7007,273.5,86.5,4,2,8,171.1,114.1,254.1
22,34.7007,280.5,86.5,6,2,12,164.0,116.3,252.0
22,34.7007,288.5,86.5,6,2,12,171.8,114.1,250.1
22,34.7007,193.7,156.73,8,7,30,172.0,116.2,248.8
22,34.7007,90.53,172.12,2,10,17,178.3,112.3,247.0
22,34.7007,97.46,194.83,8,10,65,172.7,115.5,248.3
22,34.7007,257.67,196.67,4,3,9,164.3,117.6,251.4
22,34.7007,137.53,207.1,33,4,59,152.1,147.2,209.9
22,34.7007,306.0,206.75,30,3,56,151.1,146.1,210.6
22,34.7007,209.51,224.34,40,12,245,122.0,151.6,178.0
22,34.7007,242.55,224.16,31,12,237,135.0,163.7,193.6
22,34.7007,298.57,224.33,45,12,276,79.1,137.8,116.5
22,34.7007,262.57,224.57,4,3,7,168.4,207.7,224.9
22,34.7007,268.44,227.19,8,6,27,68.6,128.4,103.0
22,34.7007,223.14,227.29,4,4,7,82.9,146.1,140.3
22,34.7007,50.62,228.38,5,2,8,42.4,131.1,87.4
23,34.7341,87.5,86.5,4,2,8,173.0,116.0,250.0
23,34.7341,103.5,86.5,4,2,8,173.8,116.8,250.8
23,34.7341,183.5,86.5,4,2,8,172.0,115.5,246.0
23,34.7341,210.5,86.5,38,2,76,172.1,115.2,249.3
23,34.7341,273.5,86.5,4,2,8,171.1,114.1,254.1
23,34.7341,280.5,86.5,6,2,12,164.0,116.3,252.0
23,34.7341,288.5,86.5,6,2,12,171.8,114.1,250.1
23,34.7341,193.7,156.73,8,7,30,172.0,116.2,248.8
23,34.7341,81.37,169.46,8,14,92,172.8,115.6,245.8
23,34.7341,142.95,169.62,6,6,21,172.9,116.3,245.7
23,34.7341,257.83,169.83,4,4,12,170.0,116.7,245.0
23,34.7341,264.57,197.24,8,6,21,172.7,115.7,245.8
